baker,last_name,series,baker_age,baker_occupation,hometown,episode,technical,result,signature_bake,show_stopper
Richard,Burr,5,38,Builder,"Mill Hill, London",8,4,STAR BAKER,Fruit Swedish Tea Ring,Rhubarb and Custard and Toffee Apple Doughnuts
Richard,Burr,5,38,Builder,"Mill Hill, London",9,2,STAR BAKER,Rose and Pistachio BaklavaWalnut and Almond Baklava,Hazelnut Mocha EntremetsPink Grapefruit Entremets
Richard,Burr,5,38,Builder,"Mill Hill, London",10,3,Runner-up,Pear Pain au ChocolatPain Au Lait,Mill on the Hill
Robert,Billington,2,25,Photographer,London,1,3,IN,Blackberry and Vanilla Cupcakeswith Liquorice Frosting,Genoise Layered Mousse Cakewith Chocolate Ganache
Robert,Billington,2,25,Photographer,London,2,5,IN,Smoked Bacon and Kale Quiche,"Chocolate, Fennel and Ginger TartAlmond, Creme Patissiere and Poached Pear Tart"
Robert,Billington,2,25,Photographer,London,3,4,IN,Rye and Coriander Seed Loaf,Blueberry Brioche RollsLemon and Poppy Seed Rolls
Robert,Billington,2,25,Photographer,London,4,7,IN,Chocolate and Ginger Oat Biscuits,Strawberry and Lime MacaronsLemon MacaronsChocolate and Cardamom Macarons
Robert,Billington,2,25,Photographer,London,5,3,OUT,Chicken and Mushroom Pie,Rhubarb and Custard Meringue Pie
Robert,Smart,4,54,Space Satellite Designer,"Melbourn, Cambridgeshire",1,1,STAR BAKER,Pecan and Apple Cake,Raspberry Chocolate Cake
Robert,Smart,4,54,Space Satellite Designer,"Melbourn, Cambridgeshire",2,5,IN,Twisty Rye Bread Sticks,Tribute Loaf
Robert,Smart,4,54,Space Satellite Designer,"Melbourn, Cambridgeshire",3,2,IN,Rhubarb and Orange Trifle,Almond FriandsTurǫn Macaroons
Robert,Smart,4,54,Space Satellite Designer,"Melbourn, Cambridgeshire",4,3,IN,Apple and Pear Pie with Thyme,Spanakopita with St George's Mushrooms
Robert,Smart,4,54,Space Satellite Designer,"Melbourn, Cambridgeshire",5,4,OUT,Blueberry & Orange Traybake,Dalek
Rosie,Brandreth-Poynter,10,28,Veterinary surgeon,Somerset,1,2,IN,NA,NA
Rosie,Brandreth-Poynter,10,28,Veterinary surgeon,Somerset,2,5,IN,NA,NA
Rosie,Brandreth-Poynter,10,28,Veterinary surgeon,Somerset,3,9,IN,NA,NA
Rosie,Brandreth-Poynter,10,28,Veterinary surgeon,Somerset,4,4,IN,NA,NA
Rosie,Brandreth-Poynter,10,28,Veterinary surgeon,Somerset,5,5,IN,NA,NA
Rosie,Brandreth-Poynter,10,28,Veterinary surgeon,Somerset,6,5,IN,NA,NA
Rosie,Brandreth-Poynter,10,28,Veterinary surgeon,Somerset,7,1,IN,NA,NA
Rosie,Brandreth-Poynter,10,28,Veterinary surgeon,Somerset,8,2,IN,NA,NA
Rosie,Brandreth-Poynter,10,28,Veterinary surgeon,Somerset,9,1,OUT,NA,NA
Ruby,Bhogal,9,29,Project manager,London,1,1,IN,NA,NA
Ruby,Bhogal,9,29,Project manager,London,2,10,IN,NA,NA
Ruby,Bhogal,9,29,Project manager,London,3,7,IN,NA,NA
Ruby,Bhogal,9,29,Project manager,London,4,2,IN,NA,NA
Ruby,Bhogal,9,29,Project manager,London,5,1,IN,NA,NA
Ruby,Bhogal,9,29,Project manager,London,6,7,IN,NA,NA
Ruby,Bhogal,9,29,Project manager,London,7,3,IN,NA,NA
Ruby,Bhogal,9,29,Project manager,London,8,3,STAR BAKER,NA,NA
Ruby,Bhogal,9,29,Project manager,London,9,1,STAR BAKER,NA,NA
Ruby,Bhogal,9,29,Project manager,London,10,3,Runner-up,NA,NA
Ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",1,12,IN,Rhubarb and Custard Sandwich Cake,Chocolate and Ginger Night Sky Cake
Ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",2,3,STAR BAKER,Mexican Breadsticks,White Chocolate and Orange Peacock Bread
Ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",3,3,IN,Desert Island Trifle,Lemon Shortbread and White Chocolate SeashellsBlackberry and Chocolate Layer Cakes
Ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",4,6,IN,Apple and Marzipan Pie,"Rose, Almond and Raspberry Filo Pie"
Ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",5,6,IN,Blackberry and Lemon Bakewell Slice,'Dropped Ice-Cream' Biscuit Centrepiece
Ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",6,1,STAR BAKER,Citrus Tea Loaf,Twisted Swedish KanelbullarSaffron St. Lucia Buns
Ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",7,2,IN,Plum Jam Roly-Polywith Ginger Ice cream,Raspberry and Passion Fruit Mille-feuilleCaramelised Apple LatticePortuguese Custard Tarts
Ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",8,1,STAR BAKER,Mango and Nigella Seed Spelt Cob,Carrot Cake and Pistachio Garden Plot
Ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",9,4,IN,"Beetroot Jelly on Poppy Seed BiscuitsSpinach, Parmesan and Egg TartletsChoux Buns with Goat's Cheese and Caramelised Onions","Chocolate, Almond Praline and Saffron Opera Cake"
Ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",10,2,Runner-up,Picnic Basket Pie,"Raspberry, Lemon and Passion Fruit Wedding Cake"
Ruth,Clemens,1,31,Retail manager/Housewife,"Poynton, Cheshire",1,NA,IN,Three Tiered Lemon Drizzle Cakewith Fresh Cream and freshly made Lemon Curd,Classic Chocolate Sponge wrapped in a Chocolate Collartopped with Handmade White and Dark Chocolate Truffles
Ruth,Clemens,1,31,Retail manager/Housewife,"Poynton, Cheshire",2,5,IN,Peanut Shortbread withSalted Peanut Caramel,Almond Macaron with Violet ButtercreamRaspberries and Cream Eclairs
Ruth,Clemens,1,31,Retail manager/Housewife,"Poynton, Cheshire",3,2,IN,Maple and Pecan Bread,"Chocolate and Orange Panettone
Cranberry Bagels"
Ruth,Clemens,1,31,Retail manager/Housewife,"Poynton, Cheshire",4,4,IN,Peach and Blueberry Boy Bait,"Apple & Ginger Crumble, Rhubarb Suet Crust, Cherry Queen of Puddings"
Ruth,Clemens,1,31,Retail manager/Housewife,"Poynton, Cheshire",5,3,IN,Minced Beef Pie,"Raspberry and Dark Chocolate Tart  Creme Patisserie and Cherry Tart  Citrus Curd Tart with Creme Brulee top  Tomato, Asparagus Twirl Canapés"
Ruth,Clemens,1,31,Retail manager/Housewife,"Poynton, Cheshire",6,NA,Runner-up,"Mint, Ginger and Blackberry Cake",NA
Ryan,Chong,3,38,Photographer,Bristol,1,8,IN,Kumquat and Orange Polenta,Hidden Flowerbed Mousse Cake
Ryan,Chong,3,38,Photographer,Bristol,2,5,IN,Shanghai Spring Onion FlatbreadsGarlic and Coriander Naan,"Cinnamon and Date Bagels
Tarragon and Rosemary Bagels"
Ryan,Chong,3,38,Photographer,Bristol,3,5,IN,Spiced Pear Tarte Tatin,UNKNOWN
Ryan,Chong,3,38,Photographer,Bristol,4,7,IN,Green Tea Opera Torte,"Strawberry, Rose and Pistachio Meringue"
Ryan,Chong,3,38,Photographer,Bristol,5,8,STAR BAKER,Curry Spiced Seabass Wellington,Key Lime Pie
Ryan,Chong,3,38,Photographer,Bristol,6,6,IN,Chocolate FondantsSticky Ginger and Date Puddings,"Apple, Sour Cherry, Raisin and Mixed Nuts Strudel"
Ryan,Chong,3,38,Photographer,Bristol,7,6,OUT,Lardy Cakes,Char Siu Bao
Sandy,Docherty,6,49,Child welfare officer,"Yeadon, West Yorkshire",1,9,IN,Madeira Cake with Almond Liqueur and Chopped Apricots,Black Forest Gâteau
Sandy,Docherty,6,49,Child welfare officer,"Yeadon, West Yorkshire",2,4,IN,Chocolate Chunk and Hazelnut Biscotti,Sundried Tomato Cheese Biscuit Box
Sandy,Docherty,6,49,Child welfare officer,"Yeadon, West Yorkshire",3,7,IN,Soda Breads with Smoked Bacon and Onion,Basket of Bread Flowers with a Walnut and Blue Cheese Centre
Sandy,Docherty,6,49,Child welfare officer,"Yeadon, West Yorkshire",4,6,OUT,Pontefract Crème Brûlées,"Cassata, Whisky and Orange & Apple Pie Cheesecakes"
Sarah-Jane,Willis,3,28,Vicar's wife,"Bewbush, West Sussex",1,1,IN,"Pear, Chocolate and Hazelnut",Hidden Crown Cake
Sarah-Jane,Willis,3,28,Vicar's wife,"Bewbush, West Sussex",2,10,IN,Toasted Coconut and Lime RotisOatcakes,UNKNOWN
Sarah-Jane,Willis,3,28,Vicar's wife,"Bewbush, West Sussex",3,8,IN,Caramelised Banana Tarte Tatin,French Apple Tart with Blackberry and Cassis Jam
Sarah-Jane,Willis,3,28,Vicar's wife,"Bewbush, West Sussex",4,4,IN,Chocolate and Almond Truffle Torte,Hazelnut Tiramisu Layered Meringue
Sarah-Jane,Willis,3,28,Vicar's wife,"Bewbush, West Sussex",5,4,IN,Beef Wellington with Parma Ham and Gorgonzola Cheese,Chocolate and Banana Cream Pie
Sarah-Jane,Willis,3,28,Vicar's wife,"Bewbush, West Sussex",6,4,IN,Sticky Toffee PuddingsGranny's Saucy Lemon Puddings,Sweet Strudel with Sour Cherries
Sarah-Jane,Willis,3,28,Vicar's wife,"Bewbush, West Sussex",7,7,OUT,"Orange, Nutmeg and Saffron Buns",Sour Cherry and Dark Chocolate Christmas Plait
Selasi,Gbormittah,7,30,Client service associate,London,1,1,IN,Citrus and Spice Drizzle Cake,"Raspberry, Sloe and White Chocolate Mirror Glaze Cake"
Selasi,Gbormittah,7,30,Client service associate,London,2,11,IN,"""Wheelie Hot Iced Biscuits""",Stained Glass Window Gingerbread Church
Selasi,Gbormittah,7,30,Client service associate,London,3,5,IN,"Chocolate, Orange and Cinnamon Bread",Bedouin Escape Tear and Share Bread
Selasi,Gbormittah,7,30,Client service associate,London,4,8,IN,Perfect Sunday Roast Accompaniment,Lemon and Anise Churros
Selasi,Gbormittah,7,30,Client service associate,London,5,3,IN,"Rhubarb, Mango and Ginger Plait, and Pineapple and Coconut Pinwheels","Parma Ham, Asparagus and Cheese Filo Cigars and Coffee Cream Filo Cups"
Selasi,Gbormittah,7,30,Client service associate,London,6,7,IN,"Grapefruit, Orange and Mint Meringue Pie",Three Tiered Ombré Floral Cake
Selasi,Gbormittah,7,30,Client service associate,London,7,6,IN,Summer Picnic Roulade,"Lemon, Strawberry and Passionfruit and Chocolate and Mint Mini Mousse Cakes"
Selasi,Gbormittah,7,30,Client service associate,London,8,3,IN,Bouquet of Flowers,Fruity Tudor Marchpane
Selasi,Gbormittah,7,30,Client service associate,London,9,4,OUT,"Sundried Tomato, Onion, Peppers and Parmesan Palmiers and Salmon, Spinach and Mushroom Palmiers",Lime and Ginger Fondant Fancies and Pink Velvet and Raspberry Prosecco Fondant Fancies
Simon,Blackwell,2,31,Rugby Coach,Norfolk,1,9,IN,Guinness and Chocolate Cupcakes,Two-Tiered Chocolate Courgette Cake
Simon,Blackwell,2,31,Rugby Coach,Norfolk,2,11,OUT,Smoked Haddock and Watercress Quiche,"Passion Fruit and Ricotta TartsSalted Chocolate, Stem Ginger and Mascarpone Cream Tarts"
Sophie,Faldo,8,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",1,5,IN,Pineapple and Coconut Sandwich Cake,'Champagne Bottle and Bucket' Cake
Sophie,Faldo,8,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",2,2,IN,Lemon Limoncino Sandwich Biscuits,'Snakes and Ladders' Game
Sophie,Faldo,8,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",3,6,IN,Tagine Teacakes,'Picnic Basket' Bread Sculpture
Sophie,Faldo,8,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",4,4,IN,Jaffa Millionaire Shortbreads,Bird's Nest Caramel Cake
Sophie,Faldo,8,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",5,1,STAR BAKER,"Ginger, Fig and Honey Steamed School Pudding","Raspberry, Yuzu & White Chocolate Bûche Trifle Terrine"
Sophie,Faldo,8,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",6,2,IN,'The Four Seasons' Decorative Pies,Game Pie with Glazed Forest Fruits
Sophie,Faldo,8,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",7,3,IN,'Classics with a Twist' Cannoli,'Classics' Sfogliatelle
Sophie,Faldo,8,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",8,4,IN,Char Siu & Banana Praline Bedfordshire Clangers,Citrus with Green Apple Croquembouche Savoy Cake
Sophie,Faldo,8,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",9,1,STAR BAKER,Strawberry & Rhubarb and Chestnut & Vanilla Choux Buns,'Tutu with Opera Filling' Meringue Centrepiece
Sophie,Faldo,8,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",10,2,WINNER,"Spelt Boules, Mushroom Ciabatta and Orange Plaited Brioche",'Ode to the Honey Bee' Entremet
Stacey,Hart,8,42,Former school teacher,"Radlett, Hertfordshire",1,11,IN,Granny Smith Apple and Walnut Cake,'Black Evening Clutch Bag' Cake
Stacey,Hart,8,42,Former school teacher,"Radlett, Hertfordshire",2,9,IN,Sparkly Chocolate and Marshmallow Fluff Cookies,'Get to School' Game
Stacey,Hart,8,42,Former school teacher,"Radlett, Hertfordshire",3,1,IN,Cranberry and Cinnamon Teacakes,'Ascot Hat' Bread Sculpture
Stacey,Hart,8,42,Former school teacher,"Radlett, Hertfordshire",4,1,IN,Rum Salted Caramel Millionaire Shortbreads,Chocolate and Coffee Caramel Cake
Stacey,Hart,8,42,Former school teacher,"Radlett, Hertfordshire",5,4,IN,Bakewell Tart Steamed School Pudding,Tropical Trifle Terrine
Stacey,Hart,8,42,Former school teacher,"Radlett, Hertfordshire",6,6,IN,'Love Theme' Decorative Pies,Indian Hand Raised Pie with Mango
Stacey,Hart,8,42,Former school teacher,"Radlett, Hertfordshire",7,4,IN,My All Time Favourite Desserts,Pastry Surprise
Stacey,Hart,8,42,Former school teacher,"Radlett, Hertfordshire",8,3,STAR BAKER,Camembert & Onion and Apple & Blueberry Bedfordshire Clangers,'Bright' Lemon & Orange Savoy Cake
Stacey,Hart,8,42,Former school teacher,"Radlett, Hertfordshire",9,2,OUT,'Choux-nicorn and Choux-moji' Choux Buns,'Flamingos in Love' Meringue Centrepiece
Steph,Blackwell,10,28,Shop assistant,Chester,1,3,IN,NA,NA
Steph,Blackwell,10,28,Shop assistant,Chester,2,10,IN,NA,NA
Steph,Blackwell,10,28,Shop assistant,Chester,3,3,IN,NA,NA
Steph,Blackwell,10,28,Shop assistant,Chester,4,1,STAR BAKER,NA,NA
Steph,Blackwell,10,28,Shop assistant,Chester,5,4,STAR BAKER,NA,NA
Steph,Blackwell,10,28,Shop assistant,Chester,6,3,STAR BAKER,NA,NA
Steph,Blackwell,10,28,Shop assistant,Chester,7,4,IN,NA,NA
Steph,Blackwell,10,28,Shop assistant,Chester,8,4,STAR BAKER,NA,NA
Steph,Blackwell,10,28,Shop assistant,Chester,9,3,IN,NA,NA
Steph,Blackwell,10,28,Shop assistant,Chester,10,3,Runner-up,NA,NA
Steven,Carter-Bailey,8,34,Marketer,"Watford, Hertfordshire",1,6,STAR BAKER,Bonfire Night Cake,'A Baker's Lunch' Cake
Steven,Carter-Bailey,8,34,Marketer,"Watford, Hertfordshire",2,6,STAR BAKER,Amarpressi Biscuits,'Check Bake' Game
Steven,Carter-Bailey,8,34,Marketer,"Watford, Hertfordshire",3,3,IN,Madras Cocktail Teacakes,'The Bag I Knead' Bread Sculpture
Steven,Carter-Bailey,8,34,Marketer,"Watford, Hertfordshire",4,7,IN,Orange Macadamia Nut Millionaire Shortbreads,Caramel Crown Cake
Steven,Carter-Bailey,8,34,Marketer,"Watford, Hertfordshire",5,5,IN,Lemon & Blackcurrant Drizzle Steamed School Pudding,'From Across the Jelly Pond' Trifle Terrine
Steven,Carter-Bailey,8,34,Marketer,"Watford, Hertfordshire",6,3,IN,'Fleetwood Mac' Decorative Pies,Christmas Pie
Steven,Carter-Bailey,8,34,Marketer,"Watford, Hertfordshire",7,1,STAR BAKER,Italian Style Cannoli,'Sicilian-style' Sfogliatelle
Steven,Carter-Bailey,8,34,Marketer,"Watford, Hertfordshire",8,1,IN,'Mediterranean Medley' Bedfordshire Clangers,Chestnut Rum Savoy Cake
Steven,Carter-Bailey,8,34,Marketer,"Watford, Hertfordshire",9,3,IN,Key Lime Cheesecake and Bakewell Tart Choux Buns,'Some Air Over the Rainbow' Meringue Centrepiece
Steven,Carter-Bailey,8,34,Marketer,"Watford, Hertfordshire",10,1,Runner-up,"Spelt & Rye, Toasted Garlic & Fontina and Sweet Chocolate Breads",'Yin Yang' Entremet
Stu,Henshall,6,35,Professional musician,"Guildford, Surrey",1,11,OUT,Marley Madeira Cake,Purple Forest Gâteau
Stuart,Marston-Smith,3,26,PE teacher,"Lichfield, Staffordshire",1,9,IN,Tomato and Ginger,Lemon and Pistachio Union Flag Cake
Stuart,Marston-Smith,3,26,PE teacher,"Lichfield, Staffordshire",2,9,IN,Bombay BreadChorizo and Spring Onion Naan,"Cinnamon and Cranberry Bagels
Tomato and Thyme Bagels"
Stuart,Marston-Smith,3,26,PE teacher,"Lichfield, Staffordshire",3,7,IN,Pear and Almond Tarte Tatin,Raspberry Triple Chocolate Layered Tart
Stuart,Marston-Smith,3,26,PE teacher,"Lichfield, Staffordshire",4,8,OUT,Black Forest Torte,Choca Blocka Mocha Meringue
Tamal,Ray,6,29,Trainee anaesthetist,Manchester,1,4,IN,Pistachio and Rose Madeira Cake,Black Forest Gâteau in a Chocolate Shell
Tamal,Ray,6,29,Trainee anaesthetist,Manchester,2,8,IN,"Cinnamon, Maple and Cranberry Biscotti",Chessboard Box
Tamal,Ray,6,29,Trainee anaesthetist,Manchester,3,3,IN,"Fig, Cheese and Walnut Breads",Breadcycle
Tamal,Ray,6,29,Trainee anaesthetist,Manchester,4,5,IN,Rhubarb and Ginger Crème Brûlées,"Mango, Hazelnut and Rosemary Cheesecake Trio"
Tamal,Ray,6,29,Trainee anaesthetist,Manchester,5,7,IN,Honey and Grapefruit Polenta Cake,Passion Fruit and Pineapple Ice Cream Roll
Tamal,Ray,6,29,Trainee anaesthetist,Manchester,6,7,IN,Spiced Pear Frangipane Tart,Fennel and Rosemary Pulled Pork and Chicken and Coriander vol-au-vents
Tamal,Ray,6,29,Trainee anaesthetist,Manchester,7,3,STAR BAKER,Middle Eastern Game Pie,"Spiced Blackberry, Raspberry and Cardamom Charlotte Russe"
Tamal,Ray,6,29,Trainee anaesthetist,Manchester,8,4,IN,Lime & Mascarpone and Malt Cream Horns,Passionfruit & Mango and Pistachio & Raspberry Religieuse à l'ancienne
Tamal,Ray,6,29,Trainee anaesthetist,Manchester,9,2,IN,Chocolate New York Pie,Chocolate Bell Tower
Tamal,Ray,6,29,Trainee anaesthetist,Manchester,10,3,Runner-up,Cinnamon and Apple & Toffee and Marmalade Iced Buns,Sticky Toffee Pudding Cake
Terry,Hartill,9,56,Retired air steward,West Midlands,1,9,IN,NA,NA
Terry,Hartill,9,56,Retired air steward,West Midlands,2,8,IN,NA,NA
Terry,Hartill,9,56,Retired air steward,West Midlands,3,1,IN,NA,NA
Terry,Hartill,9,56,Retired air steward,West Midlands,4,NA,[a],NA,NA
Terry,Hartill,9,56,Retired air steward,West Midlands,5,8,OUT,NA,NA
Toby,Waterworth,4,30,Web Programmer,"Reading, Berkshire",1,13,OUT,Spiced and Iced Carrot Cake,Two Tiered Chocolate Cake
Tom,Gilliford,7,26,Project engagement manager,Rochdale,1,2,IN,G&T Drizzle Cake,Black Forest Broken Mirror
Tom,Gilliford,7,26,Project engagement manager,Rochdale,2,7,IN,Chai Frappelatteccino Biscuits,Tom and Pod's Near Death Experience
Tom,Gilliford,7,26,Project engagement manager,Rochdale,3,4,STAR BAKER,Chocolate Orange and Chilli Swirl Bread,Jörmungandr and Mjölnir
Tom,Gilliford,7,26,Project engagement manager,Rochdale,4,5,IN,West Yorkshire Fusion Puddings,Fennel Churros Snake In The Grass
Tom,Gilliford,7,26,Project engagement manager,Rochdale,5,4,IN,Mega Breakfast Bonanzas; Granola Spirals and Wheat Foldovers,Yin and Yang Amuse-bouche
Tom,Gilliford,7,26,Project engagement manager,Rochdale,6,1,STAR BAKER,Blood Orange Halloween Pumpkin Pie,Floral Tea Cake
Tom,Gilliford,7,26,Project engagement manager,Rochdale,7,5,OUT,Millionaire's Roulade,Hipster Picnic
Tom,Hetherington,8,29,Architect,Edinburgh,1,7,IN,Gilded Pear and Cardamom Cake,'Stack of Books' Cake
Tom,Hetherington,8,29,Architect,Edinburgh,2,5,IN,Coffee and Amaretto Kisses,'Drain Pipes and Ladders' Game
Tom,Hetherington,8,29,Architect,Edinburgh,3,4,IN,Orange and Cranberry Teacakes,'Pink & Yellow Rose Centrepiece' Bread Sculpture
Tom,Hetherington,8,29,Architect,Edinburgh,4,5,OUT,Stem Ginger Caramel Shortbreads,Hummingbird Cake
Ugnė,Bubnaityte,6,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",1,1,IN,Lemon and Thyme Madeira Cake,Falling Cup Gâteau
Ugnė,Bubnaityte,6,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",2,7,IN,White Wine Biscotti,Baby Climbing into the Cookie Box
Ugnė,Bubnaityte,6,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",3,5,IN,Chocolate Quick Breads with Salted Caramel Sauce,Easter Basket
Ugnė,Bubnaityte,6,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",4,2,IN,Marula Fruit and Coffee Liqueur Crème Brûlées,"Lime, Coconut and Hazelnut Cheesecakes"
Ugnė,Bubnaityte,6,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",5,6,OUT,Chocolate and Hazelnut Sugar-Free Cake,"Chocolate, Peanut Butter and Grape Jam Roll"
Urvashi,Roe,2,40,Head of Marketing,"Enfield, London",1,7,IN,Cherry Blossom CupcakesJapanese Lime Cupcakes,UNKNOWN
Urvashi,Roe,2,40,Head of Marketing,"Enfield, London",2,7,IN,"Crab, Coriander and Coconut Quiche",Strawberry and Basil TartsElderflower and Honeycomb Tarts
Urvashi,Roe,2,40,Head of Marketing,"Enfield, London",3,9,OUT,Salt and Peppercorn Loaf,Chilli and Halloumi RollsLemon and Coriander Mini Loaves
Val,Stones,7,66,"Semi-retired, Substitute teacher",Yeovil,1,10,IN,Mum's Orange and Lemon Drizzle,Chocolate Sponge with Four Fruit Frosting
Val,Stones,7,66,"Semi-retired, Substitute teacher",Yeovil,2,5,IN,Sunday Treat Iced Ice Cream Cone Biscuits,From Holland to New York via Yorkshire
Val,Stones,7,66,"Semi-retired, Substitute teacher",Yeovil,3,1,IN,Double Chocolate Cinnamon Twist Loaf,"""And They All Went Into The Ark To Get Out Of The Rain"""
Val,Stones,7,66,"Semi-retired, Substitute teacher",Yeovil,4,6,IN,Mum's Chilli Yorkshire Puddings,Orange Chocolate Churros
Val,Stones,7,66,"Semi-retired, Substitute teacher",Yeovil,5,7,OUT,"Pecan and Maple Syrup Pinwheels and Apple, Sultana and Cinnamon Swirls","Caramelised Red Onion, Goats Cheese Tartlets and Mincemeat and Apple Spiced Parcels"
Victoria,Chester,3,50,CEO of the charity Plantlife,Somerset,1,4,STAR BAKER,Pear and Pecan,Blackbird Pie Cake
Victoria,Chester,3,50,CEO of the charity Plantlife,Somerset,2,7,IN,Coriander and Lemon NaanGarlic and Parsnip Chapatis,"Saffron and Golden Raisin Bagels
Porcini Bagels"
Victoria,Chester,3,50,CEO of the charity Plantlife,Somerset,3,4,OUT,"Fig, Walnut and Pink Peppercorn Tarte Tatin",Tropical Fruit Tart with Black Pepper Crust
Yasmin,Limbert,2,43,Childminder,"West Kirby, The Wirral",1,5,IN,Cardamom and Pomegranate Cupcakes,UNKNOWN
Yasmin,Limbert,2,43,Childminder,"West Kirby, The Wirral",2,6,IN,Smoked Haddock and Watercress Quiche,Chocolate and Orange with Cinnamon-Orange Pastry TartsBlueberry and Hazelnut with Hazelnut Pastry Tarts
Yasmin,Limbert,2,43,Childminder,"West Kirby, The Wirral",3,2,STAR BAKER,Egyptian Dukkah Loaf with Mixed Spices,"Pesto Bread
Sweet Coconut Rolls"
Yasmin,Limbert,2,43,Childminder,"West Kirby, The Wirral",4,6,IN,Chocolate Chip and Pistachio Biscotti,Chocolate and Lime MacaronsCoffee and Walnut MacaronsPineapple and Coconut Macarons
Yasmin,Limbert,2,43,Childminder,"West Kirby, The Wirral",5,5,IN,Family Fish Pie,Peach and Raspberry Meringue Pie
Yasmin,Limbert,2,43,Childminder,"West Kirby, The Wirral",6,2,OUT,Baked Amaretto Cheesecake,Rose Croquembouche
